Log file open, 12/18/22 17:32:57
[2022.12.19-01.33.05:428][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default.umap" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Maps/Minimal_Default.umap"
[2022.12.19-01.33.05:430][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset"
[2022.12.19-01.33.05:430][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap.umap" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Maps/StarterMap.umap"
[2022.12.19-01.33.05:444][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap_BuiltData.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Maps/StarterMap_BuiltData.uasset"
[2022.12.19-01.33.05:445][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_AssetPlatform.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_AssetPlatform.uasset"
[2022.12.19-01.33.05:445][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Ambient_Dust.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Particles/P_Ambient_Dust.uasset"
[2022.12.19-01.33.05:446][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Explosion.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Particles/P_Explosion.uasset"
[2022.12.19-01.33.05:446][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Floor.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Basic_Floor.uasset"
[2022.12.19-01.33.05:447][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Fire.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Particles/P_Fire.uasset"
[2022.12.19-01.33.05:447][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Wall.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Basic_Wall.uasset"
[2022.12.19-01.33.05:447][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Smoke.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Particles/P_Smoke.uasset"
[2022.12.19-01.33.05:448][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Sparks.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Particles/P_Sparks.uasset"
[2022.12.19-01.33.05:448][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset"
[2022.12.19-01.33.05:449][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse01.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Collapse01.uasset"
[2022.12.19-01.33.05:450][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Steam_Lit.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Particles/P_Steam_Lit.uasset"
[2022.12.19-01.33.05:450][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_New.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Brick_Clay_New.uasset"
[2022.12.19-01.33.05:451][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse02.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Collapse02.uasset"
[2022.12.19-01.33.05:451][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset"
[2022.12.19-01.33.05:452][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse_Cue.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Collapse_Cue.uasset"
[2022.12.19-01.33.05:452][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset"
[2022.12.19-01.33.05:452][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset"
[2022.12.19-01.33.05:453][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ceramic_Tile_Checker.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Ceramic_Tile_Checker.uasset"
[2022.12.19-01.33.05:453][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion01.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Explosion01.uasset"
[2022.12.19-01.33.05:454][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion02.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Explosion02.uasset"
[2022.12.19-01.33.05:455][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset"
[2022.12.19-01.33.05:455][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion_Cue.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Explosion_Cue.uasset"
[2022.12.19-01.33.05:455][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset"
[2022.12.19-01.33.05:456][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire01.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Fire01.uasset"
[2022.12.19-01.33.05:456][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset"
[2022.12.19-01.33.05:457][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire01_Cue.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Fire01_Cue.uasset"
[2022.12.19-01.33.05:457][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset"
[2022.12.19-01.33.05:458][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire_Sparks01.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Fire_Sparks01.uasset"
[2022.12.19-01.33.05:458][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Grime.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Concrete_Grime.uasset"
[2022.12.19-01.33.05:459][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset"
[2022.12.19-01.33.05:459][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Panels.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Concrete_Panels.uasset"
[2022.12.19-01.33.05:460][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Light01.uasset"
[2022.12.19-01.33.05:460][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Poured.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Concrete_Poured.uasset"
[2022.12.19-01.33.05:460][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01_Cue.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Light01_Cue.uasset"
[2022.12.19-01.33.05:461][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Tiles.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Concrete_Tiles.uasset"
[2022.12.19-01.33.05:462][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Light02.uasset"
[2022.12.19-01.33.05:462][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02_Cue.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Light02_Cue.uasset"
[2022.12.19-01.33.05:462][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Glass.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Glass.uasset"
[2022.12.19-01.33.05:463][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Smoke01.uasset"
[2022.12.19-01.33.05:463][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Grass.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Ground_Grass.uasset"
[2022.12.19-01.33.05:464][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01_Cue.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Smoke01_Cue.uasset"
[2022.12.19-01.33.05:464][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Gravel.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Ground_Gravel.uasset"
[2022.12.19-01.33.05:465][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Background_Cue.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Starter_Background_Cue.uasset"
[2022.12.19-01.33.05:465][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Floor_400x400.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Architecture/Floor_400x400.uasset"
[2022.12.19-01.33.05:467][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Birds01.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Starter_Birds01.uasset"
[2022.12.19-01.33.05:467][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Moss.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Ground_Moss.uasset"
[2022.12.19-01.33.05:467][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Pillar_50x500.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Architecture/Pillar_50x500.uasset"
[2022.12.19-01.33.05:472][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music01.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Starter_Music01.uasset"
[2022.12.19-01.33.05:473][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/SM_AssetPlatform.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Architecture/SM_AssetPlatform.uasset"
[2022.12.19-01.33.05:473][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset"
[2022.12.19-01.33.05:474][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_400x200.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Architecture/Wall_400x200.uasset"
[2022.12.19-01.33.05:474][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music_Cue.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Starter_Music_Cue.uasset"
[2022.12.19-01.33.05:474][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_400x300.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Architecture/Wall_400x300.uasset"
[2022.12.19-01.33.05:474][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset"
[2022.12.19-01.33.05:475][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_400x400.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Architecture/Wall_400x400.uasset"
[2022.12.19-01.33.05:477][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind05.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Starter_Wind05.uasset"
[2022.12.19-01.33.05:477][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_500x500.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Architecture/Wall_500x500.uasset"
[2022.12.19-01.33.05:477][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Chrome.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Metal_Chrome.uasset"
[2022.12.19-01.33.05:478][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Door_400x300.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Architecture/Wall_Door_400x300.uasset"
[2022.12.19-01.33.05:479][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind06.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Starter_Wind06.uasset"
[2022.12.19-01.33.05:480][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Door_400x400.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Architecture/Wall_Door_400x400.uasset"
[2022.12.19-01.33.05:480][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Copper.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Metal_Copper.uasset"
[2022.12.19-01.33.05:481][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Steam01.uasset"
[2022.12.19-01.33.05:482][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Window_400x300.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Architecture/Wall_Window_400x300.uasset"
[2022.12.19-01.33.05:482][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Gold.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Metal_Gold.uasset"
[2022.12.19-01.33.05:483][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Window_400x400.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Architecture/Wall_Window_400x400.uasset"
[2022.12.19-01.33.05:483][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01_Cue.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Audio/Steam01_Cue.uasset"
[2022.12.19-01.33.05:483][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Rust.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Metal_Rust.uasset"
[2022.12.19-01.33.05:484][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Steel.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Metal_Steel.uasset"
[2022.12.19-01.33.05:484][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Basalt.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Rock_Basalt.uasset"
[2022.12.19-01.33.05:524][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset"
[2022.12.19-01.33.05:525][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset"
[2022.12.19-01.33.05:525][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Sandstone.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Rock_Sandstone.uasset"
[2022.12.19-01.33.05:525][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Slate.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Rock_Slate.uasset"
[2022.12.19-01.33.05:526][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset"
[2022.12.19-01.33.05:526][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset"
[2022.12.19-01.33.05:526][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset"
[2022.12.19-01.33.05:526][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Panel.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Tech_Panel.uasset"
[2022.12.19-01.33.05:527][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Water_Lake.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Water_Lake.uasset"
[2022.12.19-01.33.05:527][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Water_Ocean.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Water_Ocean.uasset"
[2022.12.19-01.33.05:527][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset"
[2022.12.19-01.33.05:528][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset"
[2022.12.19-01.33.05:528][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Oak.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Wood_Oak.uasset"
[2022.12.19-01.33.05:528][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Pine.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Wood_Pine.uasset"
[2022.12.19-01.33.05:529][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Walnut.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Materials/M_Wood_Walnut.uasset"
[2022.12.19-01.33.05:529][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cone.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Shapes/Shape_Cone.uasset"
[2022.12.19-01.33.05:530][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/MaterialSphere.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Props/MaterialSphere.uasset"
[2022.12.19-01.33.05:530][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cube.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Shapes/Shape_Cube.uasset"
[2022.12.19-01.33.05:530][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Bush.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Props/SM_Bush.uasset"
[2022.12.19-01.33.05:531][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cylinder.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Shapes/Shape_Cylinder.uasset"
[2022.12.19-01.33.05:531][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Chair.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Props/SM_Chair.uasset"
[2022.12.19-01.33.05:532][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_CornerFrame.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Props/SM_CornerFrame.uasset"
[2022.12.19-01.33.05:532][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset"
[2022.12.19-01.33.05:533][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Couch.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Props/SM_Couch.uasset"
[2022.12.19-01.33.05:533][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Shapes/Shape_Pipe.uasset"
[2022.12.19-01.33.05:533][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Door.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Props/SM_Door.uasset"
[2022.12.19-01.33.05:534][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe_180.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Shapes/Shape_Pipe_180.uasset"
[2022.12.19-01.33.05:534][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_DoorFrame.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Props/SM_DoorFrame.uasset"
[2022.12.19-01.33.05:534][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_GlassWindow.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Props/SM_GlassWindow.uasset"
[2022.12.19-01.33.05:535][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe_90.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Shapes/Shape_Pipe_90.uasset"
[2022.12.19-01.33.05:535][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Plane.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Shapes/Shape_Plane.uasset"
[2022.12.19-01.33.05:536][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset"
[2022.12.19-01.33.05:536][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset"
[2022.12.19-01.33.05:536][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Wall.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Props/SM_Lamp_Wall.uasset"
[2022.12.19-01.33.05:536][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Sphere.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Shapes/Shape_Sphere.uasset"
[2022.12.19-01.33.05:537][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_PillarFrame.uasset" to "F:/Workspace/Github/MusicalAI/MusicalAI/Content/StarterContent/Props/SM_PillarFrame.uasset"
